objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference,,,,
8250529,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50571,-80.56698,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250528,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50571,-80.56698,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250527,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50571,-80.56698,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250526,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50571,-80.56698,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250525,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,4-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50571,-80.56698,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250523,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.5046,-80.38039,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250522,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,31-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50427,-80.29482,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250517,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.50291,-80.5048,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250516,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-Mar-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.5025,-80.56002,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250510,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-Oct-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.5008,-80.55998,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250501,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.49853,-80.57334,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250493,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.49552,-80.55992,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250485,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,11-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.48961,-80.56296,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250473,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,26-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.48421,-80.56291,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250472,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.48411,-80.39378,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250432,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4828,-80.5187,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250417,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,23-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.48208,-80.51102,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250416,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,2-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.48137,-80.57438,WGS84     ,,,,,,,,,,,,1,,,,,,,,NW Frog Pond,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250410,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,5-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.48,-80.5116,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250408,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.479,-80.5627,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250407,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.47844,-80.56286,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250399,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,8-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.47777,-80.34682,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250397,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,16-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.477,-80.563,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250352,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.47052,-80.36665,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250351,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.47052,-80.36929,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250350,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.47051,-80.36835,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250349,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4705,-80.3701,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250348,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4705,-80.37046,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250346,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,13-Dec-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.47014,-80.51085,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Donna Landry,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8250330,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,5-Dec-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.46568,-80.45314,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,Uriah Reyes,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8250313,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4624,-80.8235,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250312,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.46151,-80.26509,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-4,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250311,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4613,-80.40245,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250302,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,3-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45987,-80.56278,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250292,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45442,-80.56257,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250291,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45426,-80.35554,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250290,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45424,-80.37188,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-29,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250289,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45422,-80.37347,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250288,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-Jun-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45411,-80.26239,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250287,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,9-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.45276,-80.56121,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"N. Schwartz, E. Gati",Observation,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250279,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,13-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.44808,-80.35001,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31E,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250276,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,14-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.44771,-80.43032,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-103,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250273,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,1-Nov-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.44626,-80.54337,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,, ,Observation,,erin graf,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8250256,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,11-Jan-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4429,-80.4402,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250241,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,10-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4407,-80.35037,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31E,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250238,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,13-Feb-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.43945,-80.35094,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"N. Jennings, A. Godahewa, M. Loret",Observation,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250232,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,16-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.43748,-80.57369,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"S. Godfrey, A. Godahewa",Observation,,UF FL Research Education Center,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250227,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,21-May-06,,3-Aug-19,,"Miami-Dade, Florida, United States",25.437,-80.4119,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250149,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,17-Oct-04,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4335,-80.73002,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 3MBM1",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250148,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,4-Aug-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4334,-80.7488,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR7D",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250134,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,21-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.43209,-80.29491,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250089,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.42392,-80.57358,WGS84     ,,,,,,,,,,,,1,,,,,,,,Frog Pond,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250088,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,26-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.42368,-80.29474,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-30,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250082,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,10-Oct-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4235,-80.4739,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR7D",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250071,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,13-Sep-03,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4234,-80.7738,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Atlantic Ocean, Florida, Dania Pier",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250070,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,26-Oct-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.42333,-80.54166,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,McKenzie Stewart,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8250068,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,10-Oct-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4224,-80.4737,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR8D2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250067,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,13-Jan-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4222,-80.5742,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Frank Alonso,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Photographs,Verified,Verified,,,,,,,,,,,,
8250065,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,29-Mar-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.42176,-80.59028,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 3SBM",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8250018,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4158,-80.5597,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8250005,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,18-May-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4155,-80.5156,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249922,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4142,-80.8369,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-28T,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249921,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,12-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4138,-80.5547,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249913,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,20-Jul-06,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4119,-80.5191,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
