Name_x,Name_y,Games,Event
Linda Joan Metheny (-Mulvihill),"Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Uneven Bars
Linda Joan Metheny (-Mulvihill),Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Uneven Bars
Linda Joan Metheny (-Mulvihill),"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Uneven Bars
Linda Joan Metheny (-Mulvihill),Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Uneven Bars
"Joan Marie Moore (-Rice, -Gnat)","Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Uneven Bars
"Joan Marie Moore (-Rice, -Gnat)",Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Uneven Bars
"Joan Marie Moore (-Rice, -Gnat)",Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Uneven Bars
"Joan Marie Moore (-Rice, -Gnat)","Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Uneven Bars
"Joan Marie Moore (-Rice, -Gnat)",Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Uneven Bars
Roxanne Taillard Pierce (-Mancha),"Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Uneven Bars
Roxanne Taillard Pierce (-Mancha),Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Uneven Bars
Roxanne Taillard Pierce (-Mancha),"Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Uneven Bars
Roxanne Taillard Pierce (-Mancha),"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Uneven Bars
Roxanne Taillard Pierce (-Mancha),Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Uneven Bars
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)","Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Uneven Bars
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Uneven Bars
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)","Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Uneven Bars
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Uneven Bars
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Uneven Bars
Nancy Lynn Thies (-Marshall),"Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Uneven Bars
Nancy Lynn Thies (-Marshall),Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Uneven Bars
Nancy Lynn Thies (-Marshall),"Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Uneven Bars
Nancy Lynn Thies (-Marshall),Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Uneven Bars
Nancy Lynn Thies (-Marshall),"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Uneven Bars
"Kimberly Ann Chace (-Boyle, -May)",Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Balance Beam
"Kimberly Ann Chace (-Boyle, -May)","Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Balance Beam
"Kimberly Ann Chace (-Boyle, -May)",Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Balance Beam
"Kimberly Ann Chace (-Boyle, -May)","Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Balance Beam
"Kimberly Ann Chace (-Boyle, -May)",Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Balance Beam
Linda Joan Metheny (-Mulvihill),"Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Balance Beam
Linda Joan Metheny (-Mulvihill),"Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Balance Beam
Linda Joan Metheny (-Mulvihill),Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Balance Beam
Linda Joan Metheny (-Mulvihill),"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Balance Beam
Linda Joan Metheny (-Mulvihill),Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Balance Beam
"Joan Marie Moore (-Rice, -Gnat)","Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Balance Beam
"Joan Marie Moore (-Rice, -Gnat)",Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Balance Beam
"Joan Marie Moore (-Rice, -Gnat)",Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Balance Beam
"Joan Marie Moore (-Rice, -Gnat)","Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Balance Beam
"Joan Marie Moore (-Rice, -Gnat)",Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Balance Beam
Roxanne Taillard Pierce (-Mancha),"Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Balance Beam
Roxanne Taillard Pierce (-Mancha),Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Balance Beam
Roxanne Taillard Pierce (-Mancha),"Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Balance Beam
Roxanne Taillard Pierce (-Mancha),"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Balance Beam
Roxanne Taillard Pierce (-Mancha),Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Balance Beam
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)","Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Balance Beam
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Balance Beam
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)","Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Balance Beam
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Balance Beam
"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",Nancy Lynn Thies (-Marshall),1972 Summer,Gymnastics Women's Balance Beam
Nancy Lynn Thies (-Marshall),"Kimberly Ann Chace (-Boyle, -May)",1972 Summer,Gymnastics Women's Balance Beam
Nancy Lynn Thies (-Marshall),Linda Joan Metheny (-Mulvihill),1972 Summer,Gymnastics Women's Balance Beam
Nancy Lynn Thies (-Marshall),"Joan Marie Moore (-Rice, -Gnat)",1972 Summer,Gymnastics Women's Balance Beam
Nancy Lynn Thies (-Marshall),Roxanne Taillard Pierce (-Mancha),1972 Summer,Gymnastics Women's Balance Beam
Nancy Lynn Thies (-Marshall),"Cathleen Roxanne ""Cathy"" Rigby (-Mason, -McCoy)",1972 Summer,Gymnastics Women's Balance Beam
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Horse Vault
"Shannon Lee Miller (-Phillips, -Falconetti)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Horse Vault
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Horse Vault
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Horse Vault
"Shannon Lee Miller (-Phillips, -Falconetti)","Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Horse Vault
"Shannon Lee Miller (-Phillips, -Falconetti)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Horse Vault
Dominique Helena Moceanu (-Canales),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Horse Vault
Dominique Helena Moceanu (-Canales),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Horse Vault
Dominique Helena Moceanu (-Canales),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Horse Vault
Dominique Helena Moceanu (-Canales),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Horse Vault
Dominique Helena Moceanu (-Canales),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Horse Vault
"Jaycie Lynn Phelps (-McClure, -Marus)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Horse Vault
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Horse Vault
"Jaycie Lynn Phelps (-McClure, -Marus)","Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Horse Vault
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Horse Vault
"Jaycie Lynn Phelps (-McClure, -Marus)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Horse Vault
Kerri Allyson Strug (-Fischer),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Horse Vault
Kerri Allyson Strug (-Fischer),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Horse Vault
Kerri Allyson Strug (-Fischer),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Horse Vault
Kerri Allyson Strug (-Fischer),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Horse Vault
Kerri Allyson Strug (-Fischer),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Uneven Bars
"Shannon Lee Miller (-Phillips, -Falconetti)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Uneven Bars
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Uneven Bars
"Shannon Lee Miller (-Phillips, -Falconetti)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Uneven Bars
"Shannon Lee Miller (-Phillips, -Falconetti)","Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Uneven Bars
"Shannon Lee Miller (-Phillips, -Falconetti)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Uneven Bars
Dominique Helena Moceanu (-Canales),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Uneven Bars
Dominique Helena Moceanu (-Canales),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Uneven Bars
Dominique Helena Moceanu (-Canales),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Uneven Bars
Dominique Helena Moceanu (-Canales),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Uneven Bars
Dominique Helena Moceanu (-Canales),Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Uneven Bars
"Jaycie Lynn Phelps (-McClure, -Marus)",Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Uneven Bars
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Uneven Bars
"Jaycie Lynn Phelps (-McClure, -Marus)","Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Uneven Bars
"Jaycie Lynn Phelps (-McClure, -Marus)",Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Uneven Bars
"Jaycie Lynn Phelps (-McClure, -Marus)",Kerri Allyson Strug (-Fischer),1996 Summer,Gymnastics Women's Uneven Bars
Kerri Allyson Strug (-Fischer),Amy Yuen-Yee Chow (-Ho),1996 Summer,Gymnastics Women's Uneven Bars
Kerri Allyson Strug (-Fischer),Dominique Margaux Dawes (-Thompson),1996 Summer,Gymnastics Women's Uneven Bars
Kerri Allyson Strug (-Fischer),"Shannon Lee Miller (-Phillips, -Falconetti)",1996 Summer,Gymnastics Women's Uneven Bars
Kerri Allyson Strug (-Fischer),Dominique Helena Moceanu (-Canales),1996 Summer,Gymnastics Women's Uneven Bars
Kerri Allyson Strug (-Fischer),"Jaycie Lynn Phelps (-McClure, -Marus)",1996 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Mary Elise Ray,2000 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Individual All-Around
Jamie Annette Dantzscher,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Individual All-Around
Jamie Annette Dantzscher,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Individual All-Around
Jamie Annette Dantzscher,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Individual All-Around
Jamie Annette Dantzscher,Mary Elise Ray,2000 Summer,Gymnastics Women's Individual All-Around
Jamie Annette Dantzscher,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Mary Elise Ray,2000 Summer,Gymnastics Women's Individual All-Around
Dominique Margaux Dawes (-Thompson),Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Individual All-Around
Kristen Ann Maloney,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Individual All-Around
Kristen Ann Maloney,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Individual All-Around
Kristen Ann Maloney,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Individual All-Around
Kristen Ann Maloney,Mary Elise Ray,2000 Summer,Gymnastics Women's Individual All-Around
Kristen Ann Maloney,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Individual All-Around
Mary Elise Ray,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Individual All-Around
Mary Elise Ray,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Individual All-Around
Mary Elise Ray,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Individual All-Around
Mary Elise Ray,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Individual All-Around
Mary Elise Ray,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Individual All-Around
Tasha Schwikert-Warren,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Individual All-Around
Tasha Schwikert-Warren,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Individual All-Around
Tasha Schwikert-Warren,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Individual All-Around
Tasha Schwikert-Warren,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Individual All-Around
Tasha Schwikert-Warren,Mary Elise Ray,2000 Summer,Gymnastics Women's Individual All-Around
Amy Yuen-Yee Chow (-Ho),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Mary Elise Ray,2000 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Team All-Around
Jamie Annette Dantzscher,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Team All-Around
Jamie Annette Dantzscher,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Team All-Around
Jamie Annette Dantzscher,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Team All-Around
Jamie Annette Dantzscher,Mary Elise Ray,2000 Summer,Gymnastics Women's Team All-Around
Jamie Annette Dantzscher,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Mary Elise Ray,2000 Summer,Gymnastics Women's Team All-Around
Dominique Margaux Dawes (-Thompson),Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Team All-Around
Kristen Ann Maloney,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Team All-Around
Kristen Ann Maloney,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Team All-Around
Kristen Ann Maloney,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Team All-Around
Kristen Ann Maloney,Mary Elise Ray,2000 Summer,Gymnastics Women's Team All-Around
Kristen Ann Maloney,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Team All-Around
Mary Elise Ray,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Team All-Around
Mary Elise Ray,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Team All-Around
Mary Elise Ray,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Team All-Around
Mary Elise Ray,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Team All-Around
Mary Elise Ray,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Team All-Around
Tasha Schwikert-Warren,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Team All-Around
Tasha Schwikert-Warren,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Team All-Around
Tasha Schwikert-Warren,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Team All-Around
Tasha Schwikert-Warren,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Team All-Around
Tasha Schwikert-Warren,Mary Elise Ray,2000 Summer,Gymnastics Women's Team All-Around
Amy Yuen-Yee Chow (-Ho),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Floor Exercise
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Floor Exercise
Amy Yuen-Yee Chow (-Ho),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Floor Exercise
Amy Yuen-Yee Chow (-Ho),Mary Elise Ray,2000 Summer,Gymnastics Women's Floor Exercise
Jamie Annette Dantzscher,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Floor Exercise
Jamie Annette Dantzscher,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Floor Exercise
Jamie Annette Dantzscher,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Floor Exercise
Jamie Annette Dantzscher,Mary Elise Ray,2000 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Floor Exercise
Dominique Margaux Dawes (-Thompson),Mary Elise Ray,2000 Summer,Gymnastics Women's Floor Exercise
Kristen Ann Maloney,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Floor Exercise
Kristen Ann Maloney,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Floor Exercise
Kristen Ann Maloney,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Floor Exercise
Kristen Ann Maloney,Mary Elise Ray,2000 Summer,Gymnastics Women's Floor Exercise
Mary Elise Ray,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Floor Exercise
Mary Elise Ray,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Floor Exercise
Mary Elise Ray,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Floor Exercise
Mary Elise Ray,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Floor Exercise
Amy Yuen-Yee Chow (-Ho),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Mary Elise Ray,2000 Summer,Gymnastics Women's Horse Vault
Jamie Annette Dantzscher,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Horse Vault
Jamie Annette Dantzscher,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Horse Vault
Jamie Annette Dantzscher,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Horse Vault
Jamie Annette Dantzscher,Mary Elise Ray,2000 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Horse Vault
Dominique Margaux Dawes (-Thompson),Mary Elise Ray,2000 Summer,Gymnastics Women's Horse Vault
Kristen Ann Maloney,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Horse Vault
Kristen Ann Maloney,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Horse Vault
Kristen Ann Maloney,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Horse Vault
Kristen Ann Maloney,Mary Elise Ray,2000 Summer,Gymnastics Women's Horse Vault
Mary Elise Ray,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Horse Vault
Mary Elise Ray,Jamie Annette Dantzscher,2000 Summer,Gymnastics Women's Horse Vault
Mary Elise Ray,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Horse Vault
Mary Elise Ray,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Horse Vault
Amy Yuen-Yee Chow (-Ho),Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),Mary Elise Ray,2000 Summer,Gymnastics Women's Uneven Bars
Amy Yuen-Yee Chow (-Ho),Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Kristen Ann Maloney,2000 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Mary Elise Ray,2000 Summer,Gymnastics Women's Uneven Bars
Dominique Margaux Dawes (-Thompson),Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Uneven Bars
Kristen Ann Maloney,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Uneven Bars
Kristen Ann Maloney,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Uneven Bars
Kristen Ann Maloney,Mary Elise Ray,2000 Summer,Gymnastics Women's Uneven Bars
Kristen Ann Maloney,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Uneven Bars
Mary Elise Ray,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Uneven Bars
Mary Elise Ray,Dominique Margaux Dawes (-Thompson),2000 Summer,Gymnastics Women's Uneven Bars
Mary Elise Ray,Kristen Ann Maloney,2000 Summer,Gymnastics Women's Uneven Bars
Mary Elise Ray,Tasha Schwikert-Warren,2000 Summer,Gymnastics Women's Uneven Bars
Tasha Schwikert-Warren,Amy Yuen-Yee Chow (-Ho),2000 Summer,Gymnastics Women's Uneven Bars
