time,rad_flow,fpv_close,fpv_open,high,bypass,bpv_close,bpv_open,class
6124,37,0,93,0,12,15,56,81,24
6125,54,-2,86,-2,54,-3,32,32,0
6126,47,0,86,-2,46,-4,40,40,0
6127,37,0,79,0,18,-21,43,61,18
6128,37,0,76,-1,34,0,40,43,2
6129,37,0,84,3,24,-7,47,61,14
6130,48,0,83,0,46,-3,35,37,2
6131,49,0,77,0,46,-16,29,31,2
6132,44,2,86,0,44,16,42,42,0
6133,48,1,86,0,46,0,38,40,2
6134,53,3,102,6,54,2,49,48,0
6135,44,1,77,0,44,6,33,34,0
6136,76,4,81,2,-40,12,5,122,118
6137,56,-1,96,7,44,11,40,52,12
6138,47,0,81,6,46,0,34,35,0
6139,43,1,76,0,42,-5,32,34,2
6140,55,0,96,0,46,8,41,50,8
6141,49,-1,83,0,50,9,34,34,0
6142,85,0,88,-3,2,0,3,85,82
6143,38,0,92,0,12,4,54,79,24
6144,56,0,97,0,46,15,41,50,10
6145,50,-2,101,-2,50,0,51,52,0
6146,45,-3,74,0,44,0,29,30,2
6147,37,0,77,0,18,-5,40,59,18
6148,55,-1,97,0,42,-1,42,56,14
6149,101,4,102,0,70,-19,1,32,32
6150,43,0,86,-10,42,-20,42,44,2
6151,41,-3,76,0,38,-22,35,37,2
6152,37,-1,105,0,36,20,68,69,2
6153,44,-3,82,0,44,4,38,38,0
6154,51,0,79,6,52,4,27,27,0
6155,37,4,79,2,16,0,41,63,22
6156,43,0,85,7,42,-6,42,44,2
6157,37,0,97,0,24,-2,60,73,14
6158,46,-1,86,-1,44,-24,41,42,2
6159,56,0,95,0,52,24,39,43,4
6160,37,0,105,0,20,-20,68,84,16
6161,37,0,104,-4,16,-17,67,89,22
6162,64,0,113,1,62,-6,49,51,2
6163,37,0,84,0,18,-2,47,66,18
6164,53,2,81,0,52,-9,28,29,2
6165,37,0,80,0,36,-22,43,44,2
6166,37,0,75,0,30,9,38,44,6
6167,56,-1,84,0,54,-7,28,30,2
6168,37,0,77,0,16,24,40,61,22
6169,47,-1,82,0,46,0,35,35,0
6170,55,6,74,2,-4,-20,18,79,60
6171,49,0,87,6,50,18,38,38,0
6172,37,-1,79,3,0,0,42,79,36
6173,62,-3,112,0,62,0,50,50,0
6174,56,-5,96,0,56,0,40,39,0
6175,37,0,78,0,26,1,41,52,12
6176,37,0,93,0,12,12,56,81,24
6177,56,0,81,6,-22,0,25,105,80
6178,37,0,97,0,26,20,60,71,12
6179,53,0,86,-5,54,11,33,32,0
6180,37,-4,81,1,36,0,44,44,0
6181,37,0,82,0,26,5,45,56,12
6182,57,-2,87,0,56,0,30,30,0
6183,37,-1,79,-6,12,-15,42,66,24
6184,55,0,82,0,54,5,26,28,2
6185,37,0,104,-6,18,13,67,86,18
6186,55,0,96,-3,44,0,41,52,12
6187,56,5,83,0,56,1,26,26,0
6188,44,-1,85,0,44,4,41,41,0
6189,42,4,76,0,42,0,34,34,0
6190,44,-4,80,-7,44,2,36,36,0
6191,37,0,84,0,24,-30,47,61,14
6192,52,-5,81,-5,52,0,29,29,0
6193,41,3,79,0,42,27,38,37,0
6194,106,0,107,0,72,2,1,35,34
6195,37,0,79,0,20,7,42,58,16
6196,39,0,83,3,38,0,45,44,0
6197,55,-1,97,-3,46,-5,41,50,8
6198,38,-5,78,0,-2,-1,40,81,40
6199,45,-1,88,0,46,15,42,41,0
6200,55,0,93,0,42,-4,37,51,14
6201,37,0,80,0,36,2,43,44,0
6202,48,-5,89,0,46,0,41,42,2
6203,48,-2,80,0,46,-3,32,34,2
6204,56,0,97,0,44,-5,41,53,12
6205,37,0,106,1,30,0,69,75,6
6206,42,-1,84,0,42,0,42,43,2
6207,48,0,80,0,46,-3,32,34,2
6208,37,0,103,0,30,21,66,72,6
6209,44,0,75,-1,44,7,31,31,0
6210,37,0,92,0,24,31,55,69,14
6211,42,0,81,-1,42,0,40,40,0
6212,39,0,80,5,38,0,41,41,0
6213,37,0,79,-7,0,0,42,79,36
6214,37,0,106,2,28,0,69,77,8
6215,40,0,86,-7,38,0,45,47,2
6216,44,0,83,0,42,-15,40,42,2
6217,48,-1,89,0,46,-3,41,42,2
6218,53,0,86,0,54,9,33,32,0
6219,37,5,79,0,34,0,42,45,4
6220,55,10,95,-1,50,0,41,46,6
6221,37,0,106,0,26,21,68,80,12
6222,37,0,82,0,38,22,45,43,0
6223,37,0,90,0,38,20,52,51,0
6224,41,2,85,8,38,-19,44,46,2
6225,50,0,87,-1,50,-2,37,38,0
6226,46,1,86,0,44,-28,40,42,2
6227,37,0,90,0,34,25,53,57,4
6228,37,0,77,-1,-18,-1,40,95,54
6229,52,0,81,0,52,-6,29,30,0
6230,41,5,86,0,38,0,46,48,2
6231,43,-4,76,0,44,12,33,32,0
6232,54,0,79,0,54,0,25,24,0
6233,55,1,77,0,54,0,22,23,0
6234,45,-2,82,0,44,-11,37,38,2
6235,49,2,90,0,50,1,41,41,0
6236,56,0,96,0,42,24,40,55,14
6237,49,0,81,0,50,5,32,32,0
6238,55,-1,78,-6,0,-19,23,78,56
6239,37,0,77,0,34,-27,39,43,4
6240,77,4,81,0,-40,0,4,123,118
6241,55,0,98,1,50,0,42,49,6
6242,46,4,102,0,46,8,57,56,0
6243,79,-4,83,-2,-32,509,4,117,112
6244,55,0,77,0,26,-20,22,52,30
6245,45,1,80,0,44,0,35,36,0
6246,81,-2,86,0,-22,0,4,109,104
6247,37,0,81,0,30,-20,45,50,6
6248,38,0,102,0,34,-9,65,69,4
6249,47,4,81,0,46,0,35,35,0
6250,46,0,83,-6,46,1,37,36,0
6251,56,1,87,0,54,-13,31,33,2
6252,54,5,80,0,54,0,26,26,0
6253,53,-2,86,0,52,-23,33,34,2
6254,41,0,78,1,42,0,37,37,0
6255,56,0,96,0,50,-24,40,47,6
6256,55,-2,98,0,52,2,42,46,4
6257,47,4,83,0,46,0,36,36,0
6258,43,-4,75,0,44,14,32,31,0
6259,37,0,76,-4,28,-21,39,47,8
6260,41,0,87,3,38,-12,46,48,2
6261,41,-4,79,0,42,0,38,37,0
6262,44,3,80,-1,44,0,36,36,0
6263,37,0,83,0,0,5,46,83,36
6264,56,1,97,-1,52,-22,41,46,4
6265,55,0,77,0,-24,6,22,103,82
6266,55,0,79,0,12,3,23,66,42
6267,45,-2,82,-1,44,-17,37,38,2
6268,86,2,89,0,2,-2,3,86,84
6269,46,0,76,-4,46,0,29,29,0
6270,50,-2,83,0,50,0,32,33,2
6271,52,0,86,0,54,25,33,32,0
6272,44,3,83,0,44,22,40,39,0
6273,59,1,86,3,56,-6,28,30,2
6274,45,1,86,3,44,0,41,42,2
6275,46,2,79,-5,46,0,33,32,0
6276,52,2,88,0,52,-3,35,36,0
6277,45,0,86,0,44,-21,40,42,2
6278,43,0,87,6,42,0,44,46,2
6279,51,0,82,0,50,-30,31,33,2
6280,55,0,77,-5,-22,0,22,100,78
6281,56,-2,96,-4,52,0,40,44,4
6282,104,0,105,-4,70,-24,1,35,34
6283,40,0,77,-6,38,0,37,38,2
6284,37,0,76,0,24,31,39,52,14
6285,37,0,80,0,36,17,43,44,0
6286,44,1,83,0,44,12,39,39,0
6287,37,0,78,0,36,-13,41,42,2
6288,56,0,92,0,52,0,36,40,4
6289,66,0,109,0,68,6,43,42,0
6290,48,0,88,-6,46,0,39,41,2
6291,46,0,81,8,46,3,35,35,0
6292,43,0,76,5,42,-4,33,35,2
6293,37,0,78,-1,16,11,41,63,22
6294,37,0,80,-1,26,-14,43,54,12
6295,45,0,79,-1,44,-25,33,35,2
6296,55,1,80,0,54,0,25,26,0
6297,56,-3,88,0,54,-23,32,33,2
6298,37,0,81,6,36,0,44,45,0
6299,46,-2,100,0,46,0,54,53,0
6300,53,4,91,0,54,4,38,37,0
6301,44,-1,86,0,44,10,43,42,0
6302,37,0,76,0,34,-2,40,43,2
6303,41,2,83,0,42,8,42,42,0
6304,46,-2,109,1,46,0,63,63,0
6305,37,0,79,-2,10,0,43,69,26
6306,37,-4,82,0,36,-23,45,46,2
6307,37,0,77,3,34,-4,40,43,2
6308,41,-2,78,-1,42,-2,37,37,0
6309,57,0,86,0,56,0,30,30,0
6310,56,1,80,0,20,-9,24,59,36
6311,104,0,104,-6,70,0,1,35,34
6312,56,0,97,0,46,0,41,50,10
6313,43,0,77,0,42,-9,34,35,2
6314,45,0,77,0,46,14,32,31,0
6315,37,0,95,0,26,-5,58,70,12
6316,41,0,88,3,38,-5,47,49,2
6317,54,0,84,2,54,0,30,30,0
6318,56,3,84,0,56,0,28,28,0
6319,41,0,82,0,42,13,41,41,0
6320,37,0,79,0,12,-7,42,66,24
6321,37,0,76,0,36,10,39,39,0
6322,37,0,77,7,36,0,40,41,0
6323,41,-1,77,0,42,3,36,35,0
6324,55,-2,78,0,54,0,23,24,0
6325,56,0,78,0,8,31,22,70,48
6326,38,0,92,0,24,31,54,69,14
6327,43,-1,79,-3,44,-12,36,35,0
6328,43,0,79,-4,42,0,35,37,2
6329,38,2,76,0,38,8,38,37,0
6330,101,1,102,5,72,8,1,30,28
6331,48,2,79,0,46,0,31,33,2
6332,38,0,105,-5,38,0,67,66,0
6333,37,0,77,0,16,19,40,61,22
6334,83,0,86,-4,-4,-12,3,91,88
6335,51,0,83,0,50,-12,32,33,2
6336,37,0,82,0,8,0,45,74,30
6337,84,0,88,0,-2,-8,3,90,88
6338,37,0,79,0,10,3,42,68,26
6339,48,3,83,0,46,0,35,37,2
6340,37,0,81,0,38,14,43,42,0
6341,41,-5,77,0,42,13,37,36,0
6342,39,-10,78,0,0,6,39,78,40
6343,48,0,85,-7,46,0,37,39,2
6344,37,0,77,-5,36,16,40,41,0
6345,45,3,81,2,44,0,37,37,0
6346,55,0,96,0,50,21,41,47,6
6347,56,1,87,3,56,12,31,30,0
6348,56,2,98,0,46,26,42,51,10
6349,101,0,102,0,72,12,1,30,28
6350,56,0,97,1,50,-7,41,48,6
6351,55,-1,85,0,54,-4,30,31,2
6352,37,0,79,0,10,1,43,69,26
6353,44,1,82,-3,44,0,38,38,0
6354,102,0,102,-1,70,-7,1,33,32
6355,39,-1,88,0,38,0,49,50,0
6356,45,0,78,-1,44,-2,33,34,2
6357,37,0,96,0,34,10,59,62,4
6358,105,0,106,0,70,0,2,36,34
6359,38,2,97,0,38,0,58,58,0
6360,102,-2,104,0,72,12,1,31,30
6361,45,-3,83,0,46,13,37,36,0
6362,39,-3,100,0,38,0,62,62,0
6363,66,0,109,0,64,-14,43,45,2
6364,45,2,86,0,44,-7,41,42,2
6365,37,0,79,-1,36,-10,42,43,2
6366,41,-2,76,0,38,-24,35,37,2
6367,37,0,78,-2,2,-6,41,75,34
6368,37,0,76,0,24,31,39,53,14
6369,50,0,84,-3,50,0,34,35,0
6370,45,0,82,2,44,0,37,38,0
6371,37,0,80,0,8,2,43,72,30
6372,53,0,86,7,54,0,33,32,0
6373,56,0,79,1,0,0,24,79,56
6374,50,0,81,0,50,0,31,32,0
6375,37,0,77,0,36,-3,40,41,2
6376,37,0,103,-7,26,0,66,77,12
6377,55,0,81,8,54,0,26,26,0
6378,45,4,80,0,46,31,35,34,0
6379,41,-1,81,0,42,13,41,40,0
6380,55,0,96,0,44,-30,41,52,12
6381,46,2,82,-4,46,6,36,35,0
6382,43,0,83,2,42,0,39,41,2
6383,52,5,88,2,52,0,36,36,0
6384,43,-2,99,0,42,-11,56,58,2
6385,37,0,97,0,12,1,59,84,24
6386,46,0,108,4,46,1,62,61,0
6387,37,0,81,0,8,-12,44,73,28
6388,39,4,80,5,38,0,41,41,0
6389,39,5,77,0,38,0,38,38,0
6390,56,4,77,-4,44,0,22,34,12
6391,48,0,106,0,50,26,58,57,0
6392,46,0,77,5,46,1,32,31,0
6393,42,5,76,0,42,0,34,35,0
6394,45,4,81,0,46,28,36,35,0
6395,46,0,76,4,46,1,30,30,0
6396,37,0,76,-4,34,6,39,42,2
6397,46,-1,84,-2,46,-4,38,38,0
6398,55,0,82,0,-12,-11,26,95,68
6399,55,-1,96,-3,50,-21,41,47,6
6400,82,0,87,4,-40,1,5,128,124
6401,46,0,87,0,46,-1,41,41,0
6402,55,-2,98,0,50,0,42,49,6
6403,53,1,81,0,54,4,27,26,0
6404,56,0,97,-4,50,0,41,48,6
6405,37,-2,76,0,28,0,40,48,8
6406,43,-2,85,8,42,0,42,44,2
6407,43,-1,85,-6,42,-9,42,44,2
6408,46,0,87,-2,46,0,41,41,0
6409,47,3,83,8,46,0,36,37,0
6410,49,0,85,0,50,2,36,36,0
6411,56,0,77,0,16,-14,22,62,40
6412,52,4,81,0,52,0,28,29,0
6413,37,0,79,0,26,-3,43,54,10
6414,37,5,80,0,20,5,43,59,16
6415,55,0,77,0,18,16,22,59,38
6416,46,0,92,4,46,0,45,45,0
6417,50,-3,83,0,50,0,33,34,2
6418,59,0,86,-1,56,-10,27,29,2
6419,53,0,86,0,52,-12,33,35,2
6420,44,6,93,0,44,2,49,50,0
6421,87,2,89,0,8,0,2,81,80
6422,55,-4,82,1,54,0,27,28,0
6423,37,1,90,0,28,29,53,62,8
6424,37,-1,80,0,-2,0,43,83,40
6425,43,0,83,0,42,-9,39,41,2
6426,55,0,77,0,-28,-4,21,105,84
6427,50,4,106,0,50,0,56,57,0
6428,37,-1,76,0,36,-25,39,40,2
6429,44,0,87,0,42,-30,43,46,2
6430,55,0,80,0,-2,5,25,83,58
6431,55,0,97,0,46,5,41,50,8
6432,54,0,88,0,54,0,34,33,0
6433,45,-2,89,2,44,0,44,45,0
6434,53,-3,108,0,52,-15,55,56,2
6435,44,2,85,0,42,-28,41,44,2
6436,55,0,78,0,6,9,23,73,50
6437,56,0,96,8,50,0,40,47,6
6438,42,2,86,0,42,0,45,45,0
6439,55,0,98,0,52,12,42,46,4
6440,56,0,96,0,50,-10,40,47,6
6441,37,0,83,0,6,3,46,78,32
6442,55,0,79,0,8,-12,23,71,48
6443,41,0,75,0,38,-26,34,36,2
6444,85,0,89,0,2,-6,4,86,82
6445,48,0,83,0,46,-11,34,36,2
6446,37,0,77,0,6,31,40,72,32
6447,47,0,76,0,46,-1,30,30,0
6448,56,3,95,0,56,4,39,39,0
6449,51,0,84,0,50,-28,33,35,2
6450,47,-5,88,0,46,0,41,41,0
6451,55,-2,96,3,52,0,41,44,4
6452,43,0,85,-7,42,0,42,44,2
6453,55,-1,91,-2,-4,1,35,96,60
6454,57,1,97,6,56,0,40,40,0
6455,37,-1,100,-3,30,-6,64,69,6
6456,56,0,95,0,42,1,40,54,14
6457,37,0,76,0,30,13,39,45,6
6458,53,0,83,0,52,0,30,32,2
6459,37,-3,107,0,36,0,70,71,0
6460,37,0,76,0,18,-12,40,58,18
6461,80,4,84,0,-42,-20,4,128,124
6462,50,-4,77,0,50,0,28,28,0
6463,55,0,78,-2,42,-1,23,37,14
6464,58,0,84,-2,56,0,27,28,0
6465,55,3,83,-5,54,0,27,28,2
6466,55,0,93,0,2,-5,38,91,52
6467,43,0,84,-4,42,0,41,43,2
6468,46,0,81,-1,46,0,35,34,0
6469,56,0,96,0,52,-2,40,44,4
6470,48,0,94,0,46,-3,46,48,2
6471,55,0,77,-2,24,-5,21,54,32
6472,45,0,83,-2,44,-11,37,39,2
6473,51,0,86,0,50,-7,36,37,2
6474,37,0,95,-2,16,-4,58,80,22
6475,37,0,78,0,20,21,41,57,16
6476,55,3,77,0,26,-16,22,52,30
6477,84,1,88,0,-2,0,3,90,88
6478,42,-4,83,0,42,0,40,41,2
6479,45,0,102,0,44,-6,57,58,2
6480,71,-5,75,-8,-40,2,4,116,112
6481,43,0,86,-3,44,27,42,42,0
6482,56,0,76,0,-4,141,20,81,62
6483,41,-1,83,0,42,7,42,41,0
6484,52,-1,84,0,52,-2,31,32,0
6485,56,0,95,-4,44,0,39,51,12
6486,54,0,85,0,54,0,31,31,0
6487,87,0,89,0,8,0,2,81,80
6488,51,1,84,0,52,3,33,32,0
6489,50,-1,101,-1,50,0,51,52,0
6490,49,0,88,4,50,20,39,39,0
6491,52,3,80,6,52,0,28,28,0
6492,37,0,94,0,10,-3,57,84,26
6493,45,-5,107,0,44,-24,62,63,2
6494,48,0,79,2,46,0,31,32,2
6495,37,0,95,-1,26,0,58,70,12
6496,38,0,77,0,38,7,39,38,0
6497,37,0,78,0,10,-28,41,68,26
6498,53,4,81,0,54,4,28,27,0
6499,50,-2,79,0,50,0,28,30,2
6500,50,-5,101,0,50,0,52,52,0
6501,56,4,76,0,-18,-12,20,94,74
6502,45,4,86,0,44,-7,41,42,2
6503,80,0,84,-2,-36,0,4,120,116
6504,82,0,86,-1,-10,15,3,96,92
6505,37,0,86,1,36,0,50,50,0
6506,49,-1,78,0,50,10,29,29,0
6507,37,0,83,0,34,-20,46,49,2
6508,81,0,84,0,-20,-13,4,105,102
6509,45,-1,87,-6,44,0,42,43,2
6510,45,1,84,-4,44,0,40,41,0
6511,51,0,84,0,50,-7,33,35,2
6512,37,0,74,0,30,-19,37,43,6
6513,44,0,82,-1,44,21,38,38,0
6514,37,-2,81,-6,36,-11,44,44,0
6515,37,0,79,0,0,0,42,79,36
6516,37,0,91,0,18,2,53,73,20
6517,58,0,86,-1,56,-2,28,30,2
6518,37,0,76,-1,20,-2,40,55,16
6519,37,0,81,1,28,-26,44,52,8
6520,39,0,78,0,38,-1,39,39,0
6521,45,0,82,-59,44,0,37,38,0
6522,41,0,81,0,42,1,40,40,0
6523,57,0,81,-3,56,0,24,24,0
6524,37,0,77,0,34,0,40,43,2
6525,46,-1,108,-7,46,0,62,61,0
6526,46,0,81,0,46,15,35,34,0
6527,41,0,76,-6,42,9,34,34,0
6528,37,-1,80,-1,20,18,43,59,16
6529,41,-1,89,0,38,-11,48,50,2
6530,41,0,83,5,38,-6,42,44,2
6531,41,4,79,0,38,-22,38,41,2
6532,55,0,96,0,44,11,41,52,12
6533,41,0,88,0,38,-6,48,50,2
6534,56,0,79,0,10,21,23,68,46
6535,45,0,83,0,44,-4,38,39,2
6536,46,1,83,0,46,6,37,36,0
6537,47,0,108,3,46,0,61,62,0
6538,45,-1,83,0,44,17,38,39,0
6539,56,1,82,0,56,11,26,25,0
6540,83,0,87,0,-40,8,4,128,124
6541,44,1,77,0,44,5,34,34,0
6542,47,0,83,5,46,0,36,37,0
6543,71,-35,107,0,60,-26,35,47,12
6544,43,0,90,4,42,0,46,48,2
6545,53,-5,80,0,54,10,27,26,0
6546,41,3,79,0,38,-26,38,41,2
6547,79,0,83,0,-38,0,4,122,118
6548,55,0,95,-1,36,-9,39,59,20
6549,43,4,93,0,42,0,51,52,2
6550,37,0,76,343,20,0,40,55,16
6551,46,1,86,5,46,-1,40,39,0
6552,55,0,82,0,-24,-30,26,108,82
6553,49,-2,81,0,46,-22,33,35,2
6554,37,0,104,0,24,9,67,81,14
6555,43,2,86,0,42,0,44,45,2
6556,55,-6,75,-22,0,0,20,75,54
6557,53,0,88,2,54,0,35,34,0
6558,41,0,76,0,42,0,35,35,0
6559,37,0,83,0,0,6,47,83,36
6560,44,0,77,0,44,4,34,34,0
6561,85,3,88,-2,-2,0,3,90,88
6562,44,0,83,-1,44,0,39,39,0
6563,48,0,81,3,46,0,32,34,2
6564,55,-1,79,-5,26,-9,23,53,30
6565,37,0,77,4,34,0,40,44,4
6566,53,-5,82,0,54,3,29,28,0
6567,46,0,88,2,46,13,42,41,0
6568,54,0,81,1,54,0,27,27,0
6569,53,0,81,0,52,-20,28,30,2
6570,55,0,77,0,8,-24,21,69,48
6571,41,0,77,0,38,-9,36,38,2
6572,37,0,77,0,-20,-30,41,98,58
6573,37,-4,75,0,28,8,38,46,8
6574,46,1,84,-4,44,-22,39,41,2
6575,37,0,76,0,24,-27,39,52,14
6576,42,5,89,0,42,0,47,48,2
6577,50,-3,101,-4,50,0,51,52,0
6578,55,0,95,0,52,8,40,44,4
6579,55,-4,83,0,54,0,29,29,0
6580,55,0,98,-2,42,0,42,57,14
6581,41,0,88,0,42,5,47,46,0
6582,37,-3,104,0,38,0,67,66,0
6583,42,0,86,-7,42,0,44,44,0
6584,55,0,77,0,-30,-9,22,108,86
6585,37,0,83,0,8,4,46,75,30
6586,38,0,82,0,36,-23,44,46,2
6587,37,0,76,-3,20,-3,39,55,16
6588,41,0,81,3,38,-7,41,43,2
6589,55,0,79,1,12,-25,23,66,42
6590,46,0,85,-4,46,8,39,39,0
6591,45,-2,88,0,44,-15,42,44,2
6592,41,0,83,0,38,-20,42,44,2
6593,56,0,78,0,8,27,22,70,48
6594,106,1,108,0,70,0,1,38,36
6595,46,0,79,5,44,-30,34,35,2
6596,55,0,84,6,54,-3,29,30,0
6597,55,0,95,-1,36,-2,39,59,20
6598,46,0,81,0,46,3,35,35,0
6599,51,-4,86,0,52,15,36,35,0
6600,48,5,85,0,46,0,37,39,2
6601,40,3,77,0,38,0,37,38,2
6602,56,0,79,2,16,27,23,63,40
6603,55,0,92,4,-4,4,36,97,60
6604,37,0,83,0,30,-9,46,52,6
6605,45,1,83,-6,44,-9,38,39,2
6606,37,-3,80,0,18,-2,43,62,18
6607,40,-1,77,3,38,0,38,39,2
6608,37,0,81,0,28,0,44,52,8
6609,62,0,109,3,60,0,47,49,2
6610,41,-2,108,1,42,0,67,67,0
6611,49,0,86,0,50,16,37,37,0
6612,49,0,106,-3,50,6,57,57,0
6613,43,0,79,-1,42,-13,35,37,2
6614,44,0,76,-1,44,-2,31,32,0
6615,106,5,108,3,70,0,1,38,36
6616,37,2,79,6,0,0,42,79,38
6617,56,-1,95,-7,44,-4,40,51,12
6618,37,0,76,-1,16,6,39,61,22
6619,41,-1,97,0,38,-28,56,59,2
6620,102,0,102,-2,70,-10,1,33,32
6621,49,2,79,2,50,30,30,30,0
6622,52,0,86,0,54,31,34,32,0
6623,56,-4,83,0,56,7,27,26,0
6624,41,-1,82,0,42,7,41,41,0
6625,37,0,79,0,8,-14,42,71,28
6626,37,0,77,8,28,6,40,49,8
6627,41,0,89,7,42,27,48,48,0
6628,56,-2,99,5,38,-2,43,60,18
6629,55,0,77,0,44,20,22,34,12
6630,80,3,83,-2,-28,0,3,112,108
6631,54,1,89,0,54,0,35,35,0
6632,49,0,95,-2,50,2,46,46,0
6633,56,-1,96,0,54,2,40,42,2
6634,78,0,81,-3,-40,0,4,123,120
6635,41,-4,82,0,42,0,41,41,0
6636,56,0,79,0,16,23,23,63,40
6637,57,3,81,0,56,0,25,24,0
6638,39,4,80,-7,38,0,41,41,0
6639,56,5,97,0,42,2,41,56,14
6640,56,0,86,0,54,-26,30,32,2
6641,55,0,79,-2,20,-4,24,59,34
6642,55,0,95,1,50,0,40,46,6
6643,37,0,107,0,28,15,69,78,8
6644,55,-2,80,0,-4,14,25,85,60
6645,56,2,99,0,46,-5,42,52,10
6646,55,0,77,0,-10,-10,21,87,66
6647,37,0,103,0,30,5,66,72,6
6648,49,-1,89,0,50,19,40,40,0
6649,55,0,81,0,54,-4,25,26,2
6650,53,-2,78,0,54,0,25,24,0
6651,39,0,79,-1,38,-1,41,41,0
6652,37,0,82,0,-2,31,45,85,40
6653,41,-1,80,0,38,-15,39,41,2
6654,37,0,77,0,34,7,40,43,4
6655,54,3,83,0,54,0,28,28,0
6656,56,1,86,0,54,-2,30,32,2
6657,41,1,86,0,42,5,45,44,0
6658,53,-5,108,0,52,-24,55,56,2
6659,37,0,93,0,10,-1,56,83,28
6660,55,0,77,0,-22,0,22,101,78
6661,55,-1,77,-3,44,0,22,34,12
6662,37,0,81,-1,20,0,44,61,16
6663,55,0,77,0,12,-30,22,65,42
6664,55,0,77,-1,-28,1,21,105,84
6665,37,0,79,8,24,0,42,56,14
6666,55,0,76,0,-14,12,21,92,70
6667,45,0,85,2,46,15,40,39,0
6668,45,-4,77,0,44,0,33,34,0
6669,44,1,87,1,44,3,43,43,0
6670,37,0,79,-1,12,-3,43,66,24
6671,56,0,92,0,52,6,36,40,4
6672,52,-1,84,0,52,0,32,32,0
6673,49,3,81,0,50,5,32,32,0
6674,37,0,76,0,30,-22,39,45,6
6675,46,-5,88,0,46,0,41,41,0
6676,38,5,77,0,38,13,39,38,0
6677,56,0,96,0,52,-30,40,44,4
6678,52,-1,81,0,52,-1,29,30,0
6679,55,-4,79,0,54,0,24,24,0
6680,56,-2,81,0,56,6,25,24,0
6681,42,4,85,0,42,0,43,44,2
6682,102,0,103,0,70,-7,1,33,32
6683,41,1,75,0,38,-24,34,36,2
6684,51,0,86,0,52,0,35,35,0
6685,37,0,79,0,28,8,42,50,8
6686,55,0,87,4,54,0,32,33,2
6687,82,-5,86,-2,-4,-17,3,91,88
6688,42,0,77,7,42,0,35,36,2
6689,46,0,77,0,44,-24,32,34,2
6690,37,0,81,0,38,27,43,42,0
6691,37,-2,77,0,0,27,40,77,36
6692,56,0,97,4,52,25,41,45,4
6693,47,1,83,0,46,0,36,37,0
6694,43,-2,106,0,42,-10,62,64,2
6695,37,0,76,-4,18,-2,39,57,18
6696,43,0,87,0,42,-13,44,46,2
6697,37,-2,83,5,34,0,46,49,4
6698,44,0,86,-4,44,4,43,42,0
6699,37,0,103,0,30,1,66,72,6
6700,37,0,83,4,34,0,46,49,4
6701,37,0,75,0,34,-14,38,41,2
6702,37,0,76,0,34,9,39,42,2
6703,56,0,81,0,-2,-2,25,83,58
6704,51,-1,109,0,50,-7,59,60,2
6705,44,7,79,0,42,0,35,37,2
6706,37,0,76,0,16,-9,39,61,22
6707,49,0,87,-1,50,8,38,38,0
6708,58,0,86,-4,56,0,29,30,0
6709,56,2,95,0,54,13,39,41,2
6710,37,0,77,0,34,8,40,43,2
6711,37,0,95,-2,24,-23,58,72,14
6712,45,0,83,-3,44,-4,38,39,2
6713,41,0,77,0,42,15,36,35,0
6714,37,0,95,-7,12,-8,58,82,24
6715,46,0,88,0,46,0,43,42,0
6716,37,0,106,13,26,-2,69,80,12
6717,38,1,86,0,38,8,49,48,0
6718,55,0,86,0,56,30,31,30,0
6719,46,1,88,0,46,0,41,41,0
6720,81,-1,85,0,-40,2,4,126,122
6721,37,0,76,0,24,-14,40,53,14
6722,47,0,90,8,46,0,44,44,0
6723,55,0,76,0,-18,-23,21,94,74
6724,38,1,76,0,36,-15,38,39,2
6725,37,0,83,2,8,-2,47,75,28
6726,45,-2,82,0,44,-14,37,38,2
6727,38,1,93,-1,38,0,55,55,0
6728,43,0,89,0,42,-16,46,48,2
6729,47,1,83,-3,46,0,36,36,0
6730,56,0,97,0,50,-25,41,48,6
6731,85,0,88,0,2,-16,3,86,82
6732,46,0,77,0,46,1,31,30,0
6733,55,-1,99,0,50,8,43,49,6
6734,37,0,83,0,16,20,46,67,22
6735,42,0,87,0,42,0,45,46,2
6736,56,0,79,0,56,12,23,22,0
6737,47,0,76,-1,46,-2,30,30,0
6738,55,0,98,0,42,-6,42,57,14
6739,41,4,83,0,42,7,41,41,0
6740,37,0,78,0,10,-14,41,68,26
6741,37,-5,82,0,36,-1,45,46,0
6742,85,0,88,0,0,-23,3,88,86
6743,51,-4,81,0,52,0,30,30,0
6744,37,0,79,0,16,18,42,63,22
6745,37,0,76,0,34,27,39,42,2
6746,37,0,80,0,-2,-2,43,83,40
6747,43,-5,89,0,44,10,46,45,0
6748,37,0,78,-5,6,0,41,73,32
6749,38,4,80,0,36,-6,42,44,2
6750,56,0,76,0,-12,7,20,89,68
6751,105,1,108,0,70,0,2,38,36
6752,37,0,76,1,36,0,40,40,0
6753,49,0,110,-4,46,-2,61,64,2
6754,41,2,106,-2,42,7,65,65,0
6755,56,0,97,2,46,1,41,50,10
6756,56,0,97,0,46,5,41,50,10
6757,43,-2,108,0,42,-17,64,66,2
6758,45,0,82,3,44,0,37,38,2
6759,37,-1,79,1,0,0,42,79,36
6760,37,0,77,0,28,-16,40,48,8
6761,39,0,107,-4,38,0,68,68,0
