Date,Calorie burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,MinutesOfSleep,MinutesOfBeingAwake,NumberOfAwakings,LengthOfRestInMinutes,Distance_miles,Days,Days_encoded,Work_or_Weekend,Hours Sleep,Sleep efficiency,Yesterday_sleep,Yesterday_sleep_efficiency,Months,Months_encoded
2016-03-25,3052,11122,8.29,0,599.0,386,9,0,1646,204,10,5,214,5.15116559,Friday,4.0,1,3.4,95.3271028037,4.23333333333,88.8111888112,March,3
2016-03-26,3021,957,7.11,1,879.0,395,0,0,1587,64,5,4,69,4.41794781,Saturday,5.0,0,1.06666666667,92.7536231884,3.4,95.3271028037,March,3
2016-03-27,2223,4667,3.47,0,889.0,114,20,2,5880,457,54,35,512,2.15615737,Sunday,6.0,0,7.61666666667,89.2578125,1.06666666667,92.7536231884,March,3
2016-03-28,179,0,0.0,0,1.44,0,0,0,0,0,0,0,0,0.0,Monday,0.0,1,0.0,0.0,7.61666666667,89.2578125,March,3
2016-03-29,2648,9781,7.34,12,1.23,139,6,39,1009,0,0,0,0,4.56086314,Tuesday,1.0,1,0.0,0.0,0.0,0.0,March,3
2016-03-30,3768,21383,16.69,17,641.0,384,23,57,2417,321,40,21,361,10.37068199,Wednesday,2.0,1,5.35,88.91966759,0.0,0.0,March,3
2016-03-31,3512,20109,15.18,21,629.0,302,35,63,2107,319,25,15,344,9.43241178,Thursday,3.0,1,5.31666666667,92.7325581395,5.35,88.91966759,March,3
2016-04-01,2814,1113,8.61,8,900.0,162,3,54,1176,337,51,23,388,5.35000431,Friday,4.0,1,5.61666666667,86.8556701031,5.31666666667,92.7325581395,April,4
2016-04-02,2884,825,6.13,0,950.0,314,7,1,1335,78,6,3,85,3.80900423,Saturday,5.0,0,1.3,91.7647058824,5.61666666667,86.8556701031,April,4
2016-04-03,2931,8682,6.45,0,669.0,355,0,0,1437,315,45,23,360,4.00784295,Sunday,6.0,0,5.25,87.5,1.3,91.7647058824,April,4
2016-04-04,3314,17535,13.66,14,881.0,168,8,102,1731,184,29,16,214,8.48792786,Monday,0.0,1,3.06666666667,85.9813084112,5.25,87.5,April,4
2016-04-05,383,20154,15.05,3,445.0,471,28,45,258,425,25,8,450,9.35163355,Tuesday,1.0,1,7.08333333333,94.4444444444,3.06666666667,85.9813084112,April,4
2016-04-06,4112,23286,17.84,19,561.0,451,28,67,285,267,34,15,302,11.08525864,Wednesday,2.0,1,4.45,88.4105960265,7.08333333333,94.4444444444,April,4
2016-04-07,3048,13004,9.87,14,856.0,214,3,58,1472,359,14,7,373,6.13293177,Thursday,3.0,1,5.98333333333,96.2466487936,4.45,88.4105960265,April,4
2016-04-08,3241,13441,10.04,2,449.0,439,0,0,1874,379,46,24,425,6.23856484,Friday,4.0,1,6.31666666667,89.1764705882,5.98333333333,96.2466487936,April,4
2016-04-09,3038,10216,7.59,0,535.0,390,0,0,1607,507,18,10,525,4.71620589,Saturday,5.0,0,8.45,96.5714285714,6.31666666667,89.1764705882,April,4
2016-04-10,2304,5634,4.19,0,921.0,92,41,4,6590,306,35,22,341,2.60354449,Sunday,6.0,0,5.1,89.7360703812,8.45,96.5714285714,April,4
2016-04-11,3419,17422,13.38,34,674.0,290,14,61,1928,407,50,26,457,8.31394398,Monday,0.0,1,6.78333333333,89.0590809628,5.1,89.7360703812,April,4
2016-04-12,3179,14475,10.92,14,664.0,291,10,47,1696,354,37,21,391,6.78537132,Tuesday,1.0,1,5.9,90.537084399,6.78333333333,89.0590809628,April,4
2016-04-13,3427,17777,13.66,20,696.0,276,10,80,1967,365,65,31,430,8.48792786,Wednesday,2.0,1,6.08333333333,84.8837209302,5.9,90.537084399,April,4
2016-04-14,3479,19087,14.65,17,711.0,221,12,96,1954,278,26,18,304,9.10308515,Thursday,3.0,1,4.63333333333,91.4473684211,6.08333333333,84.8837209302,April,4
2016-04-15,3501,1629,12.2,12,467.0,427,25,11,2166,396,50,20,446,7.5807262,Friday,4.0,1,6.6,88.7892376682,4.63333333333,91.4473684211,April,4
2016-04-16,3342,14252,10.64,6,675.0,323,60,18,1947,404,67,25,471,6.61138744,Saturday,5.0,0,6.73333333333,85.7749469214,6.6,88.7892376682,April,4
2016-04-17,2769,8262,6.14,3,1.089,302,0,0,1266,0,0,0,0,3.81521794,Sunday,6.0,0,0.0,0.0,6.73333333333,85.7749469214,April,4
2016-04-18,3486,1945,15.06,18,860.0,190,6,98,1926,307,28,12,335,9.35784726,Monday,0.0,1,5.11666666667,91.6417910448,0.0,0.0,April,4
2016-04-19,3596,17232,13.61,17,1.002,262,4,88,2085,0,0,0,0,8.45685931,Tuesday,1.0,1,0.0,0.0,5.11666666667,91.6417910448,April,4
2016-04-20,3321,16946,12.93,25,762.0,238,5,67,1795,411,31,17,442,8.03432703,Wednesday,2.0,1,6.85,92.9864253394,0.0,0.0,April,4
2016-04-21,3464,19183,14.67,24,723.0,218,7,97,1964,341,27,17,368,9.11551257,Thursday,3.0,1,5.68333333333,92.6630434783,6.85,92.9864253394,April,4
2016-04-22,3328,12963,9.66,10,404.0,436,14,10,202,430,62,39,492,6.00244386,Friday,4.0,1,7.16666666667,87.3983739837,5.68333333333,92.6630434783,April,4
2016-04-23,2612,6456,4.8,6,782.0,305,0,0,1135,305,42,28,348,2.9825808,Saturday,5.0,0,5.08333333333,87.6436781609,7.16666666667,87.3983739837,April,4
2016-04-24,2863,10413,7.73,6,700.0,269,28,24,1411,375,56,31,431,4.80319783,Sunday,6.0,0,6.25,87.0069605568,5.08333333333,87.6436781609,April,4
2016-04-25,3175,10499,7.8,0,661.0,430,9,4,1805,237,28,14,265,4.8466938,Monday,0.0,1,3.95,89.4339622642,6.25,87.0069605568,April,4
2016-04-26,3357,17226,12.97,19,751.0,185,16,95,1798,360,20,10,380,8.05918187,Tuesday,1.0,1,6.0,94.7368421053,3.95,89.4339622642,April,4
2016-04-27,3631,19784,15.51,25,694.0,151,26,128,207,361,49,27,410,9.63746421,Wednesday,2.0,1,6.01666666667,88.0487804878,6.0,94.7368421053,April,4
2016-04-28,403,25571,19.3,15,606.0,293,42,129,2711,374,56,34,430,11.9924603,Thursday,3.0,1,6.23333333333,86.976744186,6.01666666667,88.0487804878,April,4
2016-04-29,3442,17528,13.36,15,594.0,239,8,82,1931,348,20,9,368,8.30151656,Friday,4.0,1,5.8,94.5652173913,6.23333333333,86.976744186,April,4
2016-04-30,3061,9831,7.3,1,561.0,414,0,0,1651,454,48,27,502,4.5360083,Saturday,5.0,0,7.56666666667,90.438247012,5.8,94.5652173913,April,4
2016-05-01,3331,14262,10.6,5,666.0,361,21,41,1937,347,41,20,388,6.5865326,Sunday,6.0,0,5.78333333333,89.4329896907,7.56666666667,90.438247012,May,5
2016-05-02,2989,13236,9.98,12,770.0,234,8,38,1477,314,34,23,348,6.20128258,Monday,0.0,1,5.23333333333,90.2298850575,5.78333333333,89.4329896907,May,5
2016-05-03,3796,18588,14.13,16,599.0,275,49,79,236,377,33,18,410,8.77997223,Tuesday,1.0,1,6.28333333333,91.9512195122,5.23333333333,90.2298850575,May,5
2016-05-04,3525,16382,12.39,16,684.0,333,10,55,2075,406,21,8,427,7.69878669,Wednesday,2.0,1,6.76666666667,95.0819672131,6.28333333333,91.9512195122,May,5
2016-05-05,3649,21913,16.4,19,701.0,287,29,90,2249,280,35,15,315,10.1904844,Thursday,3.0,1,4.66666666667,88.8888888889,6.76666666667,95.0819672131,May,5
2016-05-06,3539,19023,14.79,15,575.0,298,8,85,2112,370,42,22,412,9.19007709,Friday,4.0,1,6.16666666667,89.8058252427,4.66666666667,88.8888888889,May,5
2016-05-07,304,9526,7.08,2,564.0,370,13,10,1604,502,57,31,563,4.39930668,Saturday,5.0,0,8.36666666667,89.1651865009,6.16666666667,89.8058252427,May,5
