appearance.eye-color,appearance.gender,appearance.hair-color,appearance.height,appearance.race,appearance.weight,biography.aliases,biography.alignment,biography.alter-egos,biography.first-appearance,biography.full-name,biography.place-of-birth,biography.publisher,connections.group-affiliation,connections.relatives,id,image.url,name,powerstats.combat,powerstats.durability,powerstats.intelligence,powerstats.power,powerstats.speed,powerstats.strength,response,work.base,work.occupation
Green,Male,Green,"[""8'0"", '244 cm']",Human / Radiation,"['1400 lb', '630 kg']","['Annihilator', 'Captain Universe', 'Joe Fixit', 'Mr. Fixit', 'Mechano', 'Professor', 'Jade Jaws', 'Golly Green Giant']",good,No alter egos found.,"Incredible Hulk #1 (May, 1962)",Bruce Banner,"Dayton, Ohio",Marvel Comics,"Defenders, former leader of the new Hulkbusters, member of the Avengers, Pantheon, Titans Three, the Order, Hulkbusters of Counter-Earth-Franklin, alternate Fantastic Four","Betty Ross Talbot Banner (wife), Brian Banner (father, apparently deceased), Rebecca Banner (mother, deceased), Morris Walters (uncle), Elaine Banner Walters (aunt, deceased), Jennifer Walters (She-Hulk, cousin), Thaddeus E. 'Thunderbolt' Ross (father",332,https://www.superherodb.com/pictures2/portraits/10/100/83.jpg,Hulk,85,100,88,98,63,100,success,"(Banner) Hulkbuster Base, New Mexico, (Hulk) mobile, but prefers New Mexico","Nuclear physicist, Agent of S.H.I.E.L.D."
Blue,Male,Blond,"[""5'10"", '178 cm']",Human / Radiation,"['170 lb', '77 kg']","['Matchstick Johnny', 'Doug Brown']",good,No alter egos found.,Fantastic Four #1 (1961),Johnny Storm,"Glenville, Long Island, New York",Marvel Comics,Fantastic Four,"Susan Richards - Invisible Woman (sister), Franklin Richards (nephew), Reed Richards - Mister Fantastic (brother-in-law) Lyja (ex-wife)",333,https://www.superherodb.com/pictures2/portraits/10/100/362.jpg,Human Torch,42,70,63,87,63,11,success,"Pier Four, New York City",Adventurer
Blue,Female,Black,"[""5'11"", '180 cm']",null,"['130 lb', '59 kg']","['Batgirl', 'Sicilian', 'Mafia Princess']",good,Batgirl III,Huntress #1 (April 1989),Helena Rosa Bertinelli,-,Batgirl III,"Batman Family, Birds of Prey, formerly Checkmate, Justice League of America, Outsiders","Giuseppe Bertinelli (great-grandfather; deceased), Alfredo Bertinelli (grandfather; deceased), Franco Bertinelli (father; deceased), Maria Panessa Bertinelli (mother; deceased), Santo Cassamento (biological father; deceased), Pino Bertinelli (brother; deceased), Freddy Caldone (cousin; deceased), Tomaso Panessa (uncle), Graziella Panessa (aunt), Monica Simonetta Panessa (cousin), Claudio Panessa (cousin; deceased)",334,https://www.superherodb.com/pictures2/portraits/10/100/707.jpg,Huntress,95,28,69,34,23,10,success,Mobile; primarily Gotham City and Metropolis,Vigilante; High school English teacher
Blue,Female,Blond,"[""5'7"", '170 cm']",Mutant,"['128 lb', '58 kg']",['Hayseed'],good,No alter egos found.,"Rom Annual #3 (November, 1984)",Paige Elisabeth Guthrie,"Cumberland, Kentucky",Marvel Comics,"X-Men, X-Corp, Generation X","Thomas Zebulon Guthrie (father,deceased),Lucinda Guthrie (mother),Samuel Zachery Guthrie (brother,Cannonball),Joshua 'Jay' Guthrie (brother,Icarus),Joella Guthrie (sister),Elizabeth Guthrie (sister),Melody Guthrie (sister),Jeb Guthrie (brother),Lewis Guth",335,https://www.superherodb.com/pictures2/portraits/10/100/84.jpg,Husk,64,78,63,48,35,63,success,"Base of operations unknown; formerly Xavier Institute, Salem Center, Westchester County, New York","Adventurer; formerly student, activist"
Brown,Male,Black,"[""5'9"", '175 cm']",Symbiote,"['172 lb', '77 kg']","['Guardsman Number Six', 'Terror of Brooklyn', 'Riot ,Phage ', 'Lasher', 'Agony']",good,No alter egos found.,Venom Along Came A Spider #2 (as Hybrid),Scott Washington,"Bedford-Stuyvesant, Brooklyn, New York City",Marvel Comics,"New Warriors, Guardsmen, NYPD","Unnamed mother, Derek Washington (brother, deceased), Hybrid (""former symbiote"", defused)",336,https://www.superherodb.com/pictures2/portraits/10/100/10493.jpg,Hybrid,80,75,63,100,58,63,success,"Bedford-Stuyvesant, Brooklyn, New York City, New York",-
Brown,Male,Brown,"[""6'2"", '188 cm']",null,"['265 lb', '119 kg']",['Morrie'],bad,No alter egos found.,"Amazing Spider-Man #212 (January, 1981)",Morris Bench,"Bronx, New York",Marvel Comics,"Member of the Masters of Evil; formerly Sinister Syndicate; Frightful Four, Sinister Six, Sinister Twelve",-,337,https://www.superherodb.com/pictures2/portraits/10/100/1451.jpg,Hydro-Man,50,80,38,66,25,13,success,-,Professional Criminal; former crewman of cargo ship
Blue,Male,Red,"[""6'0"", '183 cm']",Eternal,"['460 lb', '207 kg']","['Mark Milton', 'Zhib-Ran', 'Mr. Kant', 'Marcus Milton']",good,No alter egos found.,Avengers #85,Mark Milton,-,Marvel Comics,"Squadron Supreme, (Formerly) Star Masters, ally of Exiles",Mr. and Mrs. Hamilton (foster parents),338,https://www.superherodb.com/pictures2/portraits/10/100/1286.jpg,Hyperion,80,95,88,87,100,100,success,-,"Adventurer; (Formerly) Cartoonist, government agent"
Brown,Male,Brown,"[""5'8"", '173 cm']",Mutant,"['145 lb', '65 kg']","['Bobby Drake', 'Mister Friese', 'Drake Roberts', 'Rampage', 'Frozen One', 'Iceface']",good,No alter egos found.,X-Men #1,Bobby Drake,"Fort Washington, Long Island, New York",Marvel Comics,"X-Men (Jean Grey School member, founding member); formerly Murder Circus (brainwashed), Excelsiors (squad leader), The Twelve, X-Factor/X-Terminators (founding member), Chosen (Dualers), Secret Defenders, Defenders, Champions (founder and founding member)","William Robert Drake (father), Madeline Beatrice Bass Drake (mother), Mary (cousin), Joel (cousin), Anne (aunt)",339,https://www.superherodb.com/pictures2/portraits/10/100/816.jpg,Iceman,64,100,63,100,53,32,success,-,"Adventurer, formerly teacher, accountant, student"
Yellow,Male,Auburn,"[""5'7"", '170 cm']",Human,"['145 lb', '65 kg']","['Flash IV', 'Kid Flash II']",good,"Flash IV, Kid Flash II","Flash Vol 2 #92 (July, 1994)",Bartholomew Allen II,-,Flash IV,"Flash Family, Teen Titans, formerly Legion of Super-Heroes, Young Justice","Don Allen (father), Meloni Thawne (mother), Barry Allen (grandfather), Iris West-Allen (grandmother), President Thawne (grandfather), Captain Boomerang (Owen Mercer) (half-brother), Allen Family",340,https://www.superherodb.com/pictures2/portraits/10/100/895.jpg,Impulse,60,60,50,74,100,10,success,"San Francisco, formerly Los Angeles, Keystone City, Manchester, Alabama","Adventurer, Student"
-,Male,-,"[""6'0"", '183 cm']",Human,"['176 lb', '79 kg']",['Indy'],good,No alter egos found.,Raiders of the Lost Ark (1981),Indiana Jones,"Princeton, New Jersey",George Lucas,-,-,341,https://www.superherodb.com/pictures2/portraits/10/100/10560.jpg,Indiana Jones,30,30,69,19,17,10,success,-,Archaeologist
-,Female,Purple,"['-', '0 cm']",Alien,"['- lb', '0 kg']",['Indigo-1'],neutral,No alter egos found.,"Green Lantern Vol 4 #25 (January, 2008)",Iroque,-,DC Comics,Indigo Tribe; formerly the New Guardians,-,342,https://www.superherodb.com/pictures2/portraits/10/100/708.jpg,Indigo,50,50,75,100,50,63,success,-,Leader of the Indigo Tribe
Blue,Male,No Hair,"[""5'11"", '180 cm']",Mutant,"['180 lb', '81 kg']",['-'],good,No alter egos found.,"Young X-Men #1 (May, 2008)",Eric Gitter,-,Marvel Comics,"Formerly X-Men, Young X-Men",-,343,https://www.superherodb.com/pictures2/portraits/10/100/10337.jpg,Ink,50,40,38,73,17,28,success,-,-
blue,Female,Blond,"[""5'6"", '168 cm']",Human / Radiation,"['120 lb', '54 kg']",['Invisible Girl'],good,No alter egos found.,FANTASTIC FOUR #1,Susan Storm Richards,"Glenville, Long Island, New York",Marvel Comics,"Fantastic Four, formerly; Secret Avengers, Avengers, Brides of Set, Pawns of Death","Reed Richards (Mister Fantastic, husband), Franklin Richards (son), Valeria Richards (daughter), Johnny Storm (Human Torch, brother), Franklin Storm (father, deceased), Mary Storm (mother, deceased), Marygay Jewel Dinkins (aunt), ""Bones"" (cousin), Evelyn Richards (mother-in-law, deceased), Nathaniel Richards (father-in-law), Cassandra Richards (Warlord, mother-in-law, deceased), unnamed child of Nathaniel Richards (brother-in-law), Tara Richards (Huntara, sister-in-law), Kristoff Vernard (alleged brother-in-law), Lyja (sister-in-law)",344,https://www.superherodb.com/pictures2/portraits/10/100/620.jpg,Invisible Woman,56,85,88,93,27,10,success,"Pier Four, New York City","Member of the Fantastic Four, financial manager for Fantastic Four Inc, occasional model and actress"
Blue,Male,Blond,"[""5'11"", '180 cm']",Human,"['175 lb', '79 kg']","['Daredevil', 'Daniel Thomas Rand', 'the Living Weapon', 'Young Dragon', 'Danny Rand']",good,No alter egos found.,Marvel Premiere #15 (May 1974),Danny Rand,-,Marvel Comics,"New Avengers, Heroes for Hire, Inc., Secret Defenders, Defenders, Misty Knight, Luke Cage","Wendell Rand-K'ai (father, deceased), Heather Duncan Rand (mother, deceased), Yu-Ti (adopted uncle), Miranda Rand-K'ai (half-sister), Lord Tuan (adopted paternal grandfather, deceased), Lady Ming (adopted paternal grandmother, deceased), Thomas Duncan (maternal grandfather)",345,https://www.superherodb.com/pictures2/portraits/10/100/1120.jpg,Iron Fist,100,50,75,95,33,55,success,New York,"Adventurer; formerly co-owner of Rand-Meachum, Inc., bodyguard, private investigator, research assistant, warrior"
Blue,Male,Black,"[""6'6"", '198 cm']",Human,"['425 lb', '191 kg']","['Iron Knight', 'Hogan Potts', 'Spare Parts Man', 'Cobalt Man II', 'Crimson Dynamo', 'Ironman']",good,No alter egos found.,"Tales of Suspence #39 (March, 1963)",Tony Stark,"Long Island, New York",Marvel Comics,"Avengers, Illuminati, Stark Resilient; formerly S.H.I.E.L.D., leader of Stark Enterprises, the Pro-Registration Superhero Unit, New Avengers, Mighty Avengers, Hellfire Club, Force Works, Avengers West Coast, United States Department of Defense.","Howard Anthony Stark (father, deceased), Maria Stark (mother, deceased), Morgan Stark (cousin), Isaac Stark (ancestor)",346,https://www.superherodb.com/pictures2/portraits/10/100/85.jpg,Iron Man,64,85,100,100,58,85,success,"Seattle, Washington","Inventor, Industrialist; former United States Secretary of Defense"
Blue,Male,No Hair,"['-', '0 cm']",null,"['4230 lb', '2 tons']",['-'],bad,No alter egos found.,-,Obadiah Stane,-,Marvel Comics,Stane International,"Zebediah (father, deceased), unnamed mother (deceased), Ezekiel Stane (son)",347,https://www.superherodb.com/pictures2/portraits/10/100/886.jpg,Iron Monger,56,90,88,57,25,63,success,-,CEO Stane International
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,(as Adrianna) 52 Week Three; (as Isis) 52 Week Twelve,Adrianna Tomaz,-,DC Comics,Black Marvel Family,"Amon Tomaz (brother, deceased), Black Adam (husband)",348,https://www.superherodb.com/pictures2/portraits/10/100/1164.jpg,Isis,56,46,75,50,75,48,success,"Shiruta, Kahndaq","Adventurer, formerly First Lady of Kahndaq, former slave"
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,24: Season 1,Kiefer Sutherland,"Enola, Pennsylvania",null,-,-,349,https://www.superherodb.com/pictures2/portraits/10/100/1203.jpg,Jack Bauer,null,null,null,null,null,43,success,-,-
Blue / White,Male,Brown,"[""5'1"", '155 cm']",Human,"['175 lb', '79 kg']",['-'],good,No alter egos found.,"Deadly Hands of Kung Fu #22 (March, 1976)",Jonathan Hart,"New Haven, Connecticut",Marvel Comics,"Avengers, Defenders for a Day","Philip (father, deceased), Marie (mother)",350,https://www.superherodb.com/pictures2/portraits/10/100/86.jpg,Jack of Hearts,30,30,63,77,100,55,success,Avengers Mansion,Adventurer
Blue,Male,Brown,"[""2'4"", '71 cm']",Human,"['30 lb', '14 kg']",['-'],good,No alter egos found.,"The Incredibles (Movie, 2004)",Jack-Jack Parr,-,Dark Horse Comics,"Incredible Family (genetic member), National Supers Agency (ties), Edna Mode (receives costumes and gadgets from her), Frozone (long-time friend)","Robert Parr(Mr Incredible, father), Helen Parr (Elastigirl, mother), Violet Parr(Violet, sister), Dashiell Parr (Dash, brother)",351,https://www.superherodb.com/pictures2/portraits/10/100/871.jpg,Jack-Jack,6,80,6,100,67,34,success,-,-
blue,Male,Blond,"[""6'0"", '183 cm']",Human,"['- lb', '0 kg']","['007', 'Commander Bond']",good,No alter egos found.,"Casino Royale, 1953 novel",James Bond,-,Titan Books,"Secret Intelligence Service, MI6, C.I.A., Royal Navy","Andrew Bond (father), Monique Delacroix (mother)",352,https://www.superherodb.com/pictures2/portraits/10/100/10404.jpg,James Bond,90,35,88,25,17,13,success,London,00 Agent
Hazel,Male,Brown,"[""5'10"", '178 cm']",Human,"['170 lb', '77 kg']","['Jim', 'Captain Kirk']",good,No alter egos found.,Star Trek S01E01: The Man Trap,James T. Kirk,"Riverside, Iowa, Earth",Star Trek,"Federation, Starfleet","Winona Kirk (mother), George Kirk (father), George Samuel Kirk (brother), Michele Suzanne Kirk (sister)",353,https://www.superherodb.com/pictures2/portraits/10/100/10565.jpg,James T. Kirk,75,30,69,30,17,11,success,-,Captain
Yellow,Male,-,"[""6'4"", '193 cm']",Gungan,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,Jar Jar Binks,Naboo,George Lucas,-,-,354,https://www.superherodb.com/pictures2/portraits/10/100/10563.jpg,Jar Jar Binks,15,10,10,21,33,6,success,-,-
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,Jason Bourne,-,null,-,-,355,https://www.superherodb.com/pictures2/portraits/10/100/10477.jpg,Jason Bourne,100,30,88,26,29,12,success,-,-
Green,Female,Red,"[""5'6"", '168 cm']",Mutant,"['115 lb', '52 kg']","['Redd Dayspring', 'Marvel Girl']",good,"Phoenix, White Phoenix of The Crown","X-Men #1 (September, 1963)",Jean Grey,-,Phoenix,"Formerly X-Men (founding member); Clan Rebellion, Muir Island X-Men; X-Factor/X-Terminators (founding member); Brides of Set","Rachel Summers (daughter from an alternate universe), X-Man (son from an alternate universe), Cyclops (ex-husband), Havok (former brother-in-law), Corsair (former father-in-law), Madelyne Pryor (clone), Cable (adoptive/biological son), Stryfe (cloned biological son), Genesis (grandson)",356,https://www.superherodb.com/pictures2/portraits/10/100/814.jpg,Jean Grey,70,20,94,92,21,80,success,"Xavier Institute of Higher Learning, Westchester County, New York",Adventurer
-,Male,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['Locutus'],good,No alter egos found.,Star Trek: The Next Generation (1987),Jean-Luc Picard,"La Barre, France, Earth",Star Trek,-,"Maurice Picard (father), Yvette Picard (mother), Robert Picard (brother), Shinzon (clone)",357,https://www.superherodb.com/pictures2/portraits/10/100/10567.jpg,Jean-Luc Picard,65,30,75,26,17,10,success,-,Commanding officer USS Enterprise (NCC-1701-E)
Blue,Female,Blond,"[""5'6"", '168 cm']",null,"['122 lb', '55 kg']",['Wendy the Good Little Witch'],good,No alter egos found.,(Adventures into) Fear#11 (1972),Jennifer Kale,"Citrusville, Florida",Marvel Comics,"Witches, Legion of the Night","Andrew Jackson Kale (brother, deceased), Joshua Kale (grandfather, deceased), Naomi Kale (aunt), Johnny Blaze ( Ghost Rider ), Barbara and Daniel Ketch (cousins); Illyana Kale, Noble and pastor Kale, Magdalena (ancestors)",358,https://www.superherodb.com/pictures2/portraits/10/100/1321.jpg,Jennifer Kale,72,42,75,74,35,10,success,-,"Sorceress, student"
-,Female,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,Liberty Belle II,-,Jesse Chambers,-,Liberty Belle II,-,-,359,https://www.superherodb.com/pictures2/portraits/10/100/10544.jpg,Jesse Quick,null,null,null,null,null,42,success,-,-
Green,Female,Brown,"['-', '0 cm']",Human,"['- lb', '0 kg']","['Green Lantern', 'Power Ring']",good,No alter egos found.,"Green Lantern Vol 5 #20 (July, 2013)",Jessica Cruz,-,DC Comics,-,Sara Cruz (sister),360,https://www.superherodb.com/pictures2/portraits/10/100/10650.jpg,Jessica Cruz,55,50,56,100,46,90,success,-,-
Brown,Female,Brown,"[""5'7"", '170 cm']",Human,"['124 lb', '56 kg']","['Knightress', 'Madeline', 'Jewel', 'Power Woman']",good,Power Woman,"Amazing Spider-Man #4 (September, 1963)",Jessica Campbell Jones Cage,"Forrest Hills, New York City",Power Woman,"Formerly New Avengers, Daily Bugle, Alias Investigations","unnamed mother (deceased); Dave Cambell (father, deceased); Phillip Cambell (brother, deceased); unnamed adoptive mother; unnamed adoptive father; unnamed adoptive sister; Jenny (adoptive aunt); Luke Cage (husband); Danielle Cage (daughter);",361,https://www.superherodb.com/pictures2/portraits/10/100/10403.jpg,Jessica Jones,55,70,56,18,50,44,success,-,"Special Consultant to ""The Pulse"", a Daily Bugle supplement; formerly private investigator, adventurer, short-time vigilante"
-,Female,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,,-,NBC - Heroes,-,-,362,https://www.superherodb.com/pictures2/portraits/10/100/1029.jpg,Jessica Sanders,null,null,null,null,null,null,success,-,-
Blue,Male,Black,"[""6'2"", '188 cm']",null,"['250 lb', '113 kg']","['Billy the Beaut', 'Jigsaw Punisher']",bad,No alter egos found.,Amazing Spider-Man #162 (Nov. 1976),Billy Russo,-,Marvel Comics,"The Maggia crime family, The Costa crime family",-,363,https://www.superherodb.com/pictures2/portraits/10/100/887.jpg,Jigsaw,null,null,null,null,null,null,success,"Manhattan, New York",Professional mobster
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,No Ordinary Family S01E01 (2010),Jim Powell,-,ABC Studios,-,"Stephanie Powell (wife), Daphne Powell (duaghter) and JJ Powell (son)",364,https://www.superherodb.com/pictures2/portraits/10/100/1354.jpg,Jim Powell,20,80,38,23,23,38,success,-,Police Sketch Artist
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,No Ordinary Family S01E01 (2010),JJ Powell,-,ABC Studios,-,"Jim Powell and Stephanie Powell (parents), Daphne Powell (sister)",365,https://www.superherodb.com/pictures2/portraits/10/100/1357.jpg,JJ Powell,10,10,88,14,8,10,success,-,Student
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,No alter egos found.,B.P.R.D. - Hollow Earth and Other Stories (2003),Johann Krauss,-,Dark Horse Comics,Bureau for Paranormal Research and Defense,-,366,https://www.superherodb.com/pictures2/portraits/10/100/1121.jpg,Johann Krauss,null,null,null,null,null,30,success,-,-
Blue,Male,Blond,"[""6'0"", '183 cm']",Human,"['- lb', '0 kg']",['Hellblazer'],good,No alter egos found.,"Swamp Thing Vol 2 #37 (June, 1985)",John Constantine,-,DC Comics,"Justice League Dark, Justice League","Thomas Constantine (father, deceased), Cheryl Constantine (sister, deceased)",367,https://www.superherodb.com/pictures2/portraits/10/100/718.jpg,John Constantine,65,40,63,54,8,10,success,-,-
Green,Male,Black,"[""6'1"", '185 cm']",Human,"['201 lb', '90 kg']",['Green Lantern'],good,No alter egos found.,Green Lantern Vol 2 #87,John Stewart,-,DC Comics,"Green Lantern Corps, formerly Justice League of America, Darkstars","Roy Stewart (grandfather, deceased), Addie Stewart (grandmother, deceased), Loretta Stewart (aunt, deceased), Katma Tui (wife, deceased)",368,https://www.superherodb.com/pictures2/portraits/10/100/873.jpg,John Stewart,65,64,56,100,42,85,success,"Detroit, Michigan · Oa · formerly New York City",Architect
Brown,Male,Black,"[""6'0"", '183 cm']",null,"['195 lb', '88 kg']","['Wraith-Man', 'Kestrel', 'Expediter', 'Guardian', 'Vindicator']",good,No alter egos found.,"Wolverine Vol 2 #60 (September, 1992)",John Wraith,-,Marvel Comics,"Weapon X Program, Team X, C.I.A.",-,369,https://www.superherodb.com/pictures2/portraits/10/100/1314.jpg,John Wraith,80,28,75,87,35,12,success,-,"Former Spy, Government Operative, Mercenary, Soldier"
Green,Male,Green,"[""6'5"", '196 cm']",Human,"['192 lb', '86 kg']","['Red Hood I', 'Clown Prince of Crime', 'Harlequin of Hate', 'Jack Napier', 'Joe Kerr', 'Mr. J']",bad,No alter egos found.,Batman #1 (Spring 1940),Jack Napier,-,DC Comics,"Black Glove, Injustice Gang, Injustice League, Joker League of Anarchy","Jeannie (wife, deceased); Unborn son (deceased); Melvin Reipan (cousin, deceased)",370,https://www.superherodb.com/pictures2/portraits/10/100/719.jpg,Joker,70,60,100,43,12,10,success,"Arkham Asylum, Gotham City; Ha-Hacienda",-
Blue,Female,Black,"[""5'5"", '165 cm']",null,"['109 lb', '49 kg']","['Holly Tsuruta', 'Hallie Shimosato']",good,No alter egos found.,Thunderbolts #1 (1997),Helen Takahama,"Ojai, California",Marvel Comics,"Young Allies; formerly Redeemers, Thunderbolts","Robert (father, deceased), Jane (mother, deceased)",371,https://www.superherodb.com/pictures2/portraits/10/100/1323.jpg,Jolt,42,32,63,31,27,12,success,-,Adventurer
Red,Female,Black,"[""5'5"", '165 cm']",Mutant,"['115 lb', '52 kg']",['Jubes'],good,No alter egos found.,"Uncanny X-Men #244 (May, 1989)",Jubilation Lee,"Beverly Hills, California",Marvel Comics,"Currently Generation X, formerly X-Men","Dr. and Mrs. Lee (parents, deceased)",372,https://www.superherodb.com/pictures2/portraits/10/100/87.jpg,Jubilee,90,20,56,66,22,8,success,"Xavier Institute, Salem Center, Westchester County, New York","Student, Adventurer"
-,Male,-,"[""6'2"", '188 cm']",Human,"['- lb', '0 kg']","['The Dead Man', 'Joe']",good,No alter egos found.,2000 AD no. 2 (5 March 1977),Joseph Dredd,Mega City One,Rebellion,-,"Rico Dredd (brother), Judge Kraken (clone), Vienna (niece),",373,https://www.superherodb.com/pictures2/portraits/10/100/1163.jpg,Judge Dredd,95,50,75,52,38,18,success,Mega City One,Mega-City Judge
Blue,Male,Red,"[""9'5"", '287 cm']",Human,"['1900 lb', '855 kg']","['Kuurth', 'Captain Universe']",neutral,No alter egos found.,"X-Men #12 (July, 1965)",Cain Marko,"Berkeley, California",Marvel Comics,"Formerly Worthy, Thunderbolts, X-Men, Excalibur, Black Tom Cassidy (partner), Exemplars, Brotherhood of Evil Mutants, New World Order, Exiles, U.S. Army","Kurt Marko (father, deceased), Marjorie Marko (mother, deceased), Sharon Xavier (step-mother, deceased), Charles Xavier (Professor X, step-brother)",374,https://www.superherodb.com/pictures2/portraits/10/100/826.jpg,Juggernaut,70,100,44,85,42,100,success,-,"Adventurer formerly Professional criminal, mercenary, soldier"
-,Male,-,"['-', '0 cm']",Mutant,"['- lb', '0 kg']",['-'],bad,No alter egos found.,"X-Men 2099 #1 (October, 1993)",,-,Marvel Comics,"Former member of X-Men, former member of S.H.I.E.L.D.",-,375,https://www.superherodb.com/pictures2/portraits/10/100/10002.jpg,Junkpile,30,90,50,81,17,38,success,-,Mercenary; Former member of S.H.I.E.L.D.
Hazel,Male,Brown,"[""5'10"", '178 cm']",Human,"['180 lb', '81 kg']","['Marvel Boy', ""Manglin' John Mahoney"", 'Astounding Astrovik', 'Superhuman Penitentiary Prisoner 344678', '""Super Tights""']",good,No alter egos found.,"Giant-Size Defenders #5 (July, 1975)",Vance Astrovik,-,Marvel Comics,"New Warriors; formerly Avengers Academy, Initiative, partner of Firestar, Avengers, Triune Understanding, Unlimited Class Wrestling Federation, Taskmaster's Circus, Secret Avengers (Civil War)","Jerzy Astroyevicht (aka Jerry Astrovik; paternal grandfather); Katerina Astroyevicht (aka Katerina Astrovik; paternal grandmother); Arnold Astrovik (father, deceased); Norma Astrovik (mother);",376,https://www.superherodb.com/pictures2/portraits/10/100/88.jpg,Justice,30,70,50,55,33,10,success,"Mobile, formerly New Warriors and Avengers Headquarters, Camp Hammond",Adventurer
Green,Female,Brown,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,Star Wars : Rogue One (2016),Jyn Erso,-,George Lucas,-,-,377,https://www.superherodb.com/pictures2/portraits/10/100/10562.jpg,Jyn Erso,null,null,null,null,null,null,success,-,-
White,Male,No Hair,"[""7'0"", '213 cm']",Android,"['- lb', '0 kg']","['Kaytoo Esso', 'Kay-Tuesso']",good,No alter egos found.,Rogue One: A Star Wars Story (2016),,Galactic Empire,George Lucas,-,-,378,https://www.superherodb.com/pictures2/portraits/10/100/10643.jpg,K-2SO,null,null,null,null,null,null,success,-,-
Brown,Male,Brown,"[""6'3"", '191 cm']",null,"['230 lb', '104 kg']","['Blue Man', 'Victor Timely', 'Blue Totem', 'Scarlet Centurion', 'Rama-Tut', 'King of Kings', 'Master of Men', 'Lord of the Seven Suns']",bad,Iron Lad,(As Rama-Tut) Fantastic Four #19 (1963); (as Kang) Avengers #8 (1964),Nathaniel Richards,"Other Earth, 31st century",Iron Lad,"Formerly the Council of Kangs, Cross-Time Kangs","Cassandra Richards, their unnamed son, and matriarch of the Eyriennes; Tara Richards, Reed Richards ( Mister Fantastic ), Franklin Richards, Valeria Richards (all ancestors); various Eyriennes (common ancestry); Victor Von Doom (Doctor Doom, alleged ancestor); Ramades (son), Marcus Kang I-XXIII (sons, deceased); Immortus, Iron Lad, and numerous other alternate dimensional counterparts and their offspring",379,https://www.superherodb.com/pictures2/portraits/10/100/1053.jpg,Kang,70,70,100,100,58,48,success,-,-
-,Female,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,Kathryn Janeway,"Bloomington, Indiana, Earth",Star Trek,-,"Edward Janeway (father), Gretchen Janeway (mother)",380,https://www.superherodb.com/pictures2/portraits/10/100/10581.jpg,Kathryn Janeway,50,25,75,21,21,8,success,-,Fleet Commander
-,Female,-,"['-', '0 cm']",Human,"['- lb', '0 kg']",['-'],good,No alter egos found.,-,Katniss Everdeen,-,,-,-,381,https://www.superherodb.com/pictures2/portraits/10/100/10484.jpg,Katniss Everdeen,55,25,56,24,21,8,success,-,-
-,Male,Black,"['-', '0 cm']",Human,"['- lb', '0 kg']","['Kevin 11,000', 'Curtis', 'Osmosian', 'Kev', 'Kevin Ethan', 'Levin', 'Ultimate Kevin', 'Doofus', 'An Empty Shell', 'Kevin E. Levin']",good,No alter egos found.,Ben 10 S01,Kevin Ethan Levin,-,DC Comics,-,"Mrs. Levin (mother), Devlin Levin (alternate future son), Ben Tennyson (Ben 10, best friend), Harvey Hackett (Stepfather), Gwen Tennyson(girlfriend)",382,https://www.superherodb.com/pictures2/portraits/10/100/1408.jpg,Kevin 11,40,14,25,100,12,7,success,-,-
Blue,Male,Blond,"['-', '0 cm']",Human,"['- lb', '0 kg']",['Kickass'],good,No alter egos found.,Kick Ass #1,Dave Lizewski,New York City,Icon Comics,-,"Mother (unnamed, deceased), Father (unnamed)",383,https://www.superherodb.com/pictures2/portraits/10/100/1158.jpg,Kick-Ass,56,35,38,22,23,10,success,-,Student
Green,Male,Red,"['-', '0 cm']",Human,"['- lb', '0 kg']",['Kid Lantern'],good,No alter egos found.,"Flash #110 (January, 1960)",Wallace Rudolph West,"Blue Valley, Nebraska",DC Comics,"Flash Family, Teen Titans, New Teen Titans","Rudolph and Mary West (parents), Ira West (grandfather), Iris Allen (aunt), Barry Allen (uncle), Linda Park West (wife), Jai and Iris West (twin children)",384,https://www.superherodb.com/pictures2/portraits/10/100/722.jpg,Kid Flash,30,42,25,20,92,4,success,-,-
-,Male,-,"['-', '0 cm']",null,"['- lb', '0 kg']",['-'],good,"Flash IV, Impulse",-,Bartholomew Allen II,-,Flash IV,-,-,385,https://www.superherodb.com/pictures2/portraits/10/100/894.jpg,Kid Flash II,null,null,null,null,null,47,success,-,-
